Run ID,Event ID,QP Creation Time [ns],Patch Copy Number,Patch IX,Patch IY,Patch Center X [um],Patch Center Y [um],QPs Created
0,26901,105741,1502,19,1,3800,200,6
0,26904,99454.5,839,2,1,400,200,6
0,26933,69547.3,839,2,1,400,200,2
0,26947,172.699,839,2,1,400,200,2
0,26950,24402.9,839,2,1,400,200,2
0,26952,5469.74,1502,19,1,3800,200,2
0,26988,15709.8,1502,19,1,3800,200,6
0,27002,13828,1502,19,1,3800,200,4
0,27006,37535.2,1502,19,1,3800,200,2
0,27009,6861.06,1502,19,1,3800,200,2
0,27016,110394,839,2,1,400,200,4
0,27019,1589.75,839,2,1,400,200,2
0,27022,14273.4,1502,19,1,3800,200,2
0,27026,5582.52,1502,19,1,3800,200,2
0,27028,18022.7,1502,19,1,3800,200,2
0,27034,178793,839,2,1,400,200,2
0,27035,37355.3,839,2,1,400,200,2
0,27040,1382.22,839,2,1,400,200,2
0,27041,8140.9,1502,19,1,3800,200,2
0,27047,28357.9,1502,19,1,3800,200,4
0,27051,45510.2,1502,19,1,3800,200,2
0,332,529.748,839,2,1,400,200,2
0,340,57208.4,1502,19,1,3800,200,2
0,341,737.977,839,2,1,400,200,2
0,344,145332,839,2,1,400,200,2
0,352,3399,839,2,1,400,200,2
0,353,895.927,839,2,1,400,200,2
0,355,38718.6,839,2,1,400,200,2
0,359,31498.4,839,2,1,400,200,2
0,359,2780.94,839,2,1,400,200,2
0,370,4245.72,839,2,1,400,200,2
0,373,1138.02,839,2,1,400,200,6
0,381,39679.9,1502,19,1,3800,200,2
0,382,35627.3,1502,19,1,3800,200,6
0,385,23614.3,839,2,1,400,200,2
0,389,2864.07,839,2,1,400,200,2
0,411,57653,1502,19,1,3800,200,2
0,426,2671.61,839,2,1,400,200,2
0,433,41986.4,1502,19,1,3800,200,2
